OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
221,1496016,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,3,3A,0764,2021/01/05 23:22:00+00
222,1496017,3560,3,NARCOTICS,11359(B) POSS MARIJ FOR SALE-M,2,2A,0511,2021/01/05 23:46:00+00
223,1496034,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3B,0727,2021/01/05 14:39:00+00
224,1496035,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2B,0563,2021/01/05 20:38:00+00
225,1496036,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2B,0556,2021/01/05 15:01:00+00
226,1496039,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,2,2B,0563,2021/01/06 00:38:00+00
227,1496042,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,2,2C,0605,2021/01/06 01:20:00+00
228,1496045,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0543,2021/01/06 00:00:00+00
229,1496049,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,1,1A,0328,2021/01/04 22:45:00+00
230,1496050,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,4,4A,0906,2021/01/05 05:14:00+00
231,1496053,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,1,1B,0410,2021/01/05 03:30:00+00
232,1496054,1313,25,ASSAULT,368(C) CAUSE PAIN/INJ TO ELDER,6,6B,1064,2021/01/04 01:30:00+00
233,1496055,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,6,6C,1441,2021/01/05 17:15:00+00
234,1496056,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,5,5A,1396,2021/01/05 19:13:00+00
235,1496057,5202,11,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-FEL,4,4B,1351,2021/01/05 21:13:00+00
236,1496060,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0513,2021/01/06 02:30:00+00
237,1496061,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,3,3A,0705,2021/01/03 09:13:00+00
238,1496062,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4C,0985,2021/01/04 09:48:00+00
239,1496063,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3B,0766,2021/01/03 07:39:00+00
240,1496067,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,UI,UI,UI,2021/01/06 10:11:00+00
241,1496069,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5A,1391,2021/01/02 22:05:00+00
242,1496071,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,0111,2021/01/05 07:30:00+00
243,1496073,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4B,0976,2021/01/01 08:30:00+00
244,1496074,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5A,1522,2021/01/03 06:10:00+00
245,1496078,2999,34,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,4,4C,1294,2021/01/02 11:15:00+00
246,1496080,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,4,4A,0915,2021/01/02 11:00:00+00
247,1496081,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3M,0741,2021/01/05 08:00:00+00
248,1496082,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6C,1441,2021/01/01 18:15:00+00
249,1496083,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,1,1A,0340,2021/01/02 11:52:00+00
250,1496084,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0728,2021/01/03 18:05:00+00
251,1496094,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,0226,2021/01/04 13:50:00+00
252,1496096,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,0501,2021/01/04 03:20:00+00
253,1496099,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,1,1A,0136,2021/01/03 09:00:00+00
254,1496100,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1C,0429,2021/01/03 18:00:00+00
255,1496101,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,1,1A,0336,2021/01/03 11:40:00+00
256,1496104,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,3,3B,0738,2021/01/03 01:20:00+00
257,1496106,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,4,4A,0917,2021/01/02 07:00:00+00
258,1496108,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,3,3A,0765,2021/01/05 12:00:00+00
259,1496110,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,2,2A,0226,2021/01/02 08:00:00+00
260,1496112,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4C,1266,2021/01/05 06:00:00+00
261,1496113,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,3,3A,0704,2021/01/06 06:18:00+00
262,1496114,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,3,3A,0785,2021/01/05 06:28:00+00
263,1496117,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,2,2B,0546,2021/01/05 03:50:00+00
264,1496118,2205,0,BURGLARY,459 PC BURGLARY:BUSINESS-NO FORCE,3,3B,0748,2021/01/06 08:36:00+00
265,1496119,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,4,4A,0908,2021/01/05 12:20:00+00
266,1496120,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,4,4A,0906,2021/01/05 09:00:00+00
267,1496121,2399,40,LARCENY,490.2 GRAND THEFT <$950,6,6A,1001,2021/01/05 16:00:00+00
268,1496123,2399,25,LARCENY,487(J) GRAND THFT-COPPER <$950,4,4A,0928,2021/01/05 20:30:00+00
269,1496124,5202,11,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-FEL,2,2B,0546,2021/01/04 08:53:00+00
270,1496125,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,4,4A,0902,2021/01/05 13:15:00+00
271,1496127,2206,0,BURGLARY,466 PC POSS OF BURG TOOLS,6,6C,1441,2021/01/06 09:28:00+00
272,1496128,5212,68,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-F,1,1B,0434,2021/01/06 09:13:00+00
273,1496130,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,0814,2021/01/05 23:10:00+00
274,1496135,5707,1,TRESPASS,369I(A) PC TRESPASS RR PROP,2,2A,0508,2021/01/05 05:07:00+00
275,1496137,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4C,1289,2021/01/06 04:50:00+00
276,1496139,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5C,1654,2021/01/06 12:00:00+00
277,1496141,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3M,0754,2021/01/06 12:52:00+00
278,1496143,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6C,1111,2021/01/04 16:34:00+00
279,1496149,2204,0,BURGLARY,459 PC BURGLARY:RESIDENCE-NO FORCE,6,6E,0876,2021/01/06 11:25:00+00
280,1496155,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,1,1B,0434,2021/01/06 09:34:00+00
281,1496157,4801,1,OBSTRUCTING,69 PC OBST/RESIST EXEC OFC-FEL,5,5A,1396,2021/01/06 08:41:00+00
282,1496160,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0563,2021/01/06 04:00:00+00
283,1496164,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,1,1A,0145,2021/01/06 09:00:00+00
284,1496165,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,0788,2021/01/06 02:00:00+00
285,1496166,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1445,2021/01/01 15:55:00+00
286,1496171,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0568,2021/01/06 06:00:00+00
287,1496172,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3M,0744,2021/01/06 13:45:00+00
288,1496175,7399,44,SAC CITY CODE,9.32.130 FIREARM USE IN CITY,2,2B,0542,2021/01/01 08:01:00+00
289,1496177,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1C,0426,2021/01/07 02:00:00+00
290,1496182,5707,0,PRIVACY,602 PC TRESPASS,1,1B,0401,2021/01/06 09:24:00+00
291,1496183,5299,123,WEAPON OFFENSE,22810(E)(1) POSS ILL TEARGAS,3,3M,0744,2021/01/06 17:58:00+00
292,1496184,5299,123,WEAPON OFFENSE,22810(E)(1) POSS ILL TEARGAS,3,3M,0744,2021/01/06 19:30:00+00
293,1496185,5299,123,WEAPON OFFENSE,22810(E)(1) POSS ILL TEARGAS,3,3M,0744,2021/01/06 19:52:00+00
294,1496186,5212,69,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-M,6,6A,1022,2021/01/04 23:06:00+00
295,1496194,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5C,1605,2021/01/06 15:12:00+00
296,1496195,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,1,1B,0443,2021/01/06 06:27:00+00
297,1496197,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,3,3A,0784,2021/01/02 05:00:00+00
298,1496202,5202,11,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-FEL,2,2A,0226,2021/01/05 19:17:00+00
299,1496204,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0727,2021/01/06 16:15:00+00
300,1496205,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0727,2021/01/06 16:00:00+00
301,1496206,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6E,1116,2021/01/06 23:16:00+00
302,1496207,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0542,2021/01/05 23:25:00+00
303,1496208,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1606,2021/01/01 23:20:00+00
304,1496217,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,3,3B,0746,2021/01/05 03:00:00+00
305,1496218,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0732,2021/01/03 07:05:00+00
306,1496219,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,4,4A,1206,2021/01/06 09:30:00+00
307,1496220,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5B,1631,2021/01/06 11:26:00+00
308,1496223,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2A,0508,2021/01/06 00:56:00+00
309,1496225,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6B,1017,2021/01/05 20:00:00+00
310,1496228,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5C,1606,2021/01/06 17:40:00+00
311,1496229,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,4,4B,0986,2021/01/06 15:13:00+00
312,1496234,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,4,4B,1306,2021/01/01 20:36:00+00
313,1496236,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,2,2B,0552,2021/01/06 22:41:00+00
314,1496240,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,4,4B,0958,2021/01/04 03:30:00+00
315,1496242,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6B,1084,2021/01/07 05:34:00+00
316,1496243,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,6,6C,1147,2021/01/05 15:53:00+00
317,1496246,3501,0,NARCOTICS,11379(A)HS HALLUC-MANUFAC/TRAN,6,6A,1061,2021/01/07 04:49:00+00
318,1496247,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,5,5C,1624,2021/01/07 01:46:00+00
319,1496248,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,0704,2021/01/07 00:31:00+00
320,1496250,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,6,6E,1102,2021/01/07 00:00:00+00
321,1496258,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,0131,2021/01/07 06:52:00+00
322,1496259,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4A,0907,2021/01/06 21:31:00+00
323,1496260,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,UI,UI,UI,2021/01/06 23:35:00+00
324,1496261,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0504,2021/01/06 00:30:00+00
325,1496263,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0785,2021/01/04 13:54:00+00
326,1496267,2202,0,BURGLARY,459 PC BURGLARY:RESIDENCE-FORCE,5,5A,1386,2021/01/07 00:51:00+00
327,1496268,5299,123,WEAPON OFFENSE,22810(E)(1) POSS ILL TEARGAS,3,3M,0734,2021/01/07 00:13:00+00
328,1496269,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,6,6E,1101,2021/01/06 11:30:00+00
329,1496270,2205,0,BURGLARY,459 PC BURGLARY:BUSINESS-NO FORCE,6,6D,0861,2021/01/06 02:30:00+00
330,1496271,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,5,5C,1654,2021/01/06 12:32:00+00
331,1496272,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,3,3B,0766,2021/01/06 20:25:00+00
332,1496274,5299,123,WEAPON OFFENSE,22810(E)(1) POSS ILL TEARGAS,3,3M,0754,2021/01/04 19:40:00+00
333,1496275,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,5,5C,1624,2021/01/07 06:33:00+00
334,1496276,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,6,6C,1445,2021/01/07 06:49:00+00
335,1496277,5213,7,WEAPON OFFENSE,247(B) PC SHOOT UNOCC BLDG/VEH,6,6D,0822,2021/01/05 02:00:00+00
336,1496279,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,1,1A,0305,2021/01/06 14:13:00+00
337,1496288,5499,17A,TRAFFIC,23222(B)POSSESS MARIJ IN VEH,6,6A,1013,2021/01/07 10:01:00+00
338,1496290,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,4,4B,1351,2021/01/07 09:20:00+00
339,1496293,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1084,2021/01/04 10:57:00+00
340,1496294,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0324,2021/01/04 18:00:00+00
341,1496295,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0701,2021/01/03 11:00:00+00
342,1496296,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0856,2021/01/05 13:30:00+00
343,1496300,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0905,2021/01/03 05:43:00+00
344,1496301,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,2,2B,0522,2021/01/06 01:30:00+00
345,1496303,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1369,2021/01/03 02:59:00+00
346,1496305,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1654,2021/01/02 04:23:00+00
347,1496306,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1131,2021/01/04 21:34:00+00
348,1496307,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0741,2021/01/02 03:55:00+00
349,1496308,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0237,2021/01/07 06:00:00+00
350,1496313,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,6,6E,0898,2021/01/06 07:50:00+00
351,1496314,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0736,2021/01/05 20:40:00+00
352,1496319,2205,3,BURGLARY,459.5 PC BURGLARY:SHOPLIFT <$950,5,5A,1522,2021/01/06 23:15:00+00
353,1496320,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,1,1A,0305,2021/01/02 04:00:00+00
354,1496321,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0619,2021/01/07 01:31:00+00
355,1496322,5299,123,WEAPON OFFENSE,22810(E)(1) POSS ILL TEARGAS,3,3M,0744,2021/01/06 18:45:00+00
356,1496323,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,0844,2021/01/04 08:30:00+00
357,1496324,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0773,2021/01/06 02:34:00+00
358,1496328,5299,123,WEAPON OFFENSE,22810(E)(1) POSS ILL TEARGAS,3,3M,0744,2021/01/06 20:08:00+00
359,1496329,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1422,2021/01/06 01:29:00+00
360,1496330,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,5,5A,1394,2021/01/06 04:46:00+00
361,1496331,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0747,2021/01/05 16:00:00+00
362,1496332,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0434,2021/01/05 05:00:00+00
363,1496333,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0747,2021/01/05 21:45:00+00
364,1496335,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,1,1A,0136,2021/01/07 04:43:00+00
365,1496336,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0338,2021/01/06 02:30:00+00
366,1496339,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6C,1141,2021/01/07 08:59:00+00
367,1496341,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6E,0898,2021/01/06 17:50:00+00
368,1496345,2399,40,LARCENY,490.2 GRAND THEFT <$950,3,3B,0738,2021/01/05 08:00:00+00
369,1496347,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1003,2021/01/07 17:00:00+00
370,1496354,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0965,2021/01/06 02:19:00+00
371,1496355,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6E,0898,2021/01/06 05:00:00+00
372,1496358,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0556,2021/01/01 22:35:00+00
373,1496359,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0617,2021/01/06 14:00:00+00
374,1496360,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0764,2021/01/06 19:30:00+00
375,1496361,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0221,2021/01/01 18:00:00+00
376,1496363,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0234,2021/01/01 21:30:00+00
377,1496364,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1152,2021/01/01 21:35:00+00
378,1496365,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1602,2021/01/01 20:00:00+00
379,1496366,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1294,2021/01/06 09:30:00+00
380,1496367,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,5,5C,1654,2021/01/02 10:05:00+00
381,1496369,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1443,2021/01/07 15:30:00+00
382,1496376,2999,091,TAMPERING,10852 VC VEHICLE TAMPERING,6,6B,1003,2021/01/07 13:25:00+00
383,1496377,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0728,2021/01/06 22:00:00+00
384,1496379,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0304,2021/01/06 20:00:00+00
385,1496380,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5C,1654,2021/01/07 02:00:00+00
386,1496381,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,6,6C,1113,2021/01/03 00:15:00+00
387,1496384,5299,123,WEAPON OFFENSE,22810(E)(1) POSS ILL TEARGAS,3,3M,0744,2021/01/06 17:09:00+00
388,1496387,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,1,1A,0328,2021/01/06 23:30:00+00
389,1496388,5299,123,WEAPON OFFENSE,22810(E)(1) POSS ILL TEARGAS,3,3M,0754,2021/01/06 17:39:00+00
390,1496389,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6C,1446,2021/01/05 22:20:00+00
391,1496390,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5A,1391,2021/01/01 17:27:00+00
392,1496391,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5C,1647,2021/01/06 17:59:00+00
393,1496392,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5C,1637,2021/01/06 19:56:00+00
394,1496393,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0104,2021/01/07 02:00:00+00
395,1496394,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6D,0861,2021/01/08 00:00:00+00
396,1496396,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,3,3A,0763,2021/01/07 06:23:00+00
397,1496397,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4A,0903,2021/01/07 01:20:00+00
398,1496399,3599,48,NARCOTICS,11351 HS POSS FOR SALE/11054,2,2B,0563,2021/01/07 02:53:00+00
399,1496400,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2C,0606,2021/01/08 06:04:00+00
400,1496405,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3A,0715,2021/01/08 05:15:00+00
401,1496406,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,2,2A,0516,2021/01/07 22:55:00+00
402,1496407,3599,0,NARCOTICS,11370.1(A) POSSESS WHILE ARMED,UI,UI,UI,2021/01/07 03:12:00+00
403,1496408,5499,15,TRAFFIC,23103(A) RECKLESS ON HIGHWAY,2,2B,0541,2021/01/02 17:51:00+00
404,1496409,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,UI,UI,UI,2021/01/08 01:56:00+00
405,1496411,2604,56,FRAUD,530.5(C)(2) POSS ID W/PRIORS,1,1A,0338,2021/01/08 02:40:00+00
406,1496413,3599,44,NARCOTICS,11550(A)HS UNDER INFL NARCOTIC,6,6B,1086,2021/01/08 03:35:00+00
407,1496418,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,0888,2021/01/08 05:15:00+00
408,1496424,0999,11,HOMICIDE,664/187(A) ATTEMPTED HOMICIDE,2,2B,0563,2021/01/07 07:40:00+00
409,1496427,2999,38,VANDALISM,594(B)(1) VANDAL OVER $400-M,3,3B,0787,2021/01/08 00:30:00+00
410,1496433,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0614,2021/01/06 02:00:00+00
411,1496434,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0614,2021/01/06 02:00:00+00
412,1496438,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,6,6C,1445,2021/01/07 22:19:00+00
413,1496442,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,5,5A,1501,2021/01/05 19:30:00+00
414,1496443,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3M,0744,2021/01/07 19:45:00+00
415,1496455,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,0721,2021/01/07 15:23:00+00
416,1496456,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0401,2021/01/07 02:00:00+00
417,1496457,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5A,1396,2021/01/07 12:47:00+00
418,1496459,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3A,0721,2021/01/08 09:51:00+00
419,1496460,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,0746,2021/01/08 10:17:00+00
420,1496461,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6E,0898,2021/01/08 09:42:00+00
421,1496463,5212,69,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-M,5,5B,1603,2021/01/08 07:44:00+00
422,1496464,3571,0,NARCOTICS,11378 HS POSS/SALE AMPHETAMINE,3,3A,0721,2021/01/08 01:40:00+00
423,1496466,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,UI,UI,UI,2021/01/08 01:19:00+00
424,1496467,5005,4,OBST JUDICIARY,166(C)(1) VIOL PROTECT ORDER,6,6B,1038,2021/01/07 23:05:00+00
425,1496471,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1004,2021/01/08 04:05:00+00
426,1496476,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0747,2021/01/07 19:00:00+00
427,1496477,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0702,2021/01/08 02:00:00+00
428,1496478,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1225,2021/01/08 06:00:00+00
429,1496479,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3A,0724,2021/01/06 21:23:00+00
430,1496486,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,1,1A,0106,2021/01/08 06:02:00+00
431,1496487,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4A,0903,2021/01/05 04:30:00+00
432,1496488,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,5,5A,1522,2021/01/08 02:29:00+00
433,1496490,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6B,1035,2021/01/07 01:00:00+00
434,1496492,3560,3,NARCOTICS,11359(B) POSS MARIJ FOR SALE-M,UI,UI,UI,2021/01/05 23:08:00+00
435,1496493,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3M,0735,2021/01/07 15:23:00+00
436,1496494,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,1,1A,0126,2021/01/05 21:30:00+00
437,1496495,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6E,0888,2021/01/06 02:00:00+00
438,1496497,2399,32,LARCENY,487(D)(2) GRAND THFT GUN <$950,5,5C,1607,2021/01/07 06:30:00+00
439,1496499,5499,0,TRAFFIC,VEHICLE CODE VIOLATION-MISD,2,2B,0551,2021/01/08 20:50:00+00
440,1496500,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,4,4A,0909,2021/01/08 19:01:00+00
441,1496501,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6E,1103,2021/01/07 16:32:00+00
442,1496502,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2B,0563,2021/01/07 18:31:00+00
443,1496503,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,4,4C,1225,2021/01/07 23:22:00+00
